News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,266,3.4090842309975087,2.5511946471890483
Western Sources,25,-0.5760661339759827,1.5004916731982634
Local Sources,191,1.97377626808526,2.6285769292903662
