News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,711,3.6328989293756364,2.5357427086150883
Western Sources,69,-0.4107994117598603,2.0800131965211746
Local Sources,559,2.142060499045205,2.7159925090152273
