News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,137,2.4082095083529063,3.0876678455359845
Western Sources,22,-4.286093072457747,3.6993392230205733
Local Sources,225,-0.7381370012627707,3.9258690525546305
