News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,334,-0.9260034834865681,4.382504422316766
Western Sources,41,-3.339827613132756,3.168932036515097
Local Sources,1963,1.5705755777539372,2.6254912534531583
