News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,751,2.877430696174324,2.263468971828777
Western Sources,151,-0.9814489487780641,3.091369048292717
Local Sources,703,0.3685458390357484,3.336388853893522
