Country Name,ISO Code,Confidence Level,Press Type,Mean,Standard Deviation,Number of Articles
Central African Republic,CAF,100,Western,-0.7194244384765625,1.4388488769531251,5
Central African Republic,CAF,100,Local,0.3286366377558027,2.4760747696348835,7
Democratic Republic of the Congo,COD,0,Chinese,0.5179042778384517,3.67093634841629,71
Democratic Republic of the Congo,COD,0,Western,-2.3215873390436172,2.195259224860329,58
Democratic Republic of the Congo,COD,0,Local,-0.03189619492601465,2.4988683012679456,189
Democratic Republic of the Congo,COD,30,Chinese,1.7026279681437724,2.1391261096894394,37
Democratic Republic of the Congo,COD,30,Western,-2.6894541485556243,2.4363674958910164,29
Democratic Republic of the Congo,COD,30,Local,-0.13271575010552697,2.384461285146689,98
Democratic Republic of the Congo,COD,50,Chinese,1.323351091808743,2.0883001524125366,27
Democratic Republic of the Congo,COD,50,Western,-2.765271398756239,2.9811655362778606,18
Democratic Republic of the Congo,COD,50,Local,-0.12844005576334894,2.4677132785186977,64
Democratic Republic of the Congo,COD,70,Chinese,1.2895000219345092,2.166609091531916,25
Democratic Republic of the Congo,COD,70,Western,-1.9525668837807395,0.8678941713412176,11
Democratic Republic of the Congo,COD,70,Local,-0.0475860069004389,2.268017745303403,52
Democratic Republic of the Congo,COD,100,Chinese,1.0154928910104852,2.415031230747152,19
Democratic Republic of the Congo,COD,100,Western,-1.3254503309726715,1.6157260835170746,2
Democratic Republic of the Congo,COD,100,Local,-0.3509050846099854,2.4469122020688925,35
Gambia,GMB,0,Chinese,3.5565776540411056,2.7746780184694746,641
Gambia,GMB,0,Western,-2.3343849698783923,3.413806456822846,122
Gambia,GMB,0,Local,1.9457419172514216,3.7489314036214423,879
Gambia,GMB,30,Chinese,3.473329806487475,3.15354800254338,280
Gambia,GMB,30,Western,-1.9109697830781602,3.561416561894679,57
Gambia,GMB,30,Local,2.1851195756427413,3.6614310067426517,366
Gambia,GMB,50,Chinese,3.2982333791972716,3.2333831890425744,158
Gambia,GMB,50,Western,-2.466601464220069,3.7654239657812374,44
Gambia,GMB,50,Local,2.100250442000106,3.7253500384724916,240
Gambia,GMB,70,Chinese,3.2071457236137206,3.601369009945628,103
Gambia,GMB,70,Western,-1.9604505313479381,3.7952566650039214,23
Gambia,GMB,70,Local,1.9771047971876605,3.815365884110965,140
Gambia,GMB,100,Chinese,2.7241014098127683,4.232243689950944,60
Gambia,GMB,100,Western,-1.6074846982955933,3.8104164112041756,17
Gambia,GMB,100,Local,2.4799895385361235,3.610753420923294,69
Ghana,GHA,0,Chinese,3.156159079190038,2.483261616737578,1035
Ghana,GHA,0,Western,-1.9239938274554953,3.3552499504363023,169
Ghana,GHA,0,Local,-0.22311469517690805,4.016320384231317,7698
Ghana,GHA,30,Chinese,3.013368822693352,2.6652881298294004,504
Ghana,GHA,30,Western,-2.077469590978295,3.667284250645582,51
Ghana,GHA,30,Local,-0.2750917131715992,4.074302117688481,3398
Ghana,GHA,50,Chinese,2.9348914419611294,2.5154171333279143,360
Ghana,GHA,50,Western,-1.7955269354485697,3.9357732345508283,31
Ghana,GHA,50,Local,-0.2918579886544105,4.05620196346916,2190
Ghana,GHA,100,Chinese,3.0317598484657906,2.594453697490525,111
Ghana,GHA,100,Western,-2.5941567858681083,4.859617040607788,8
Ghana,GHA,100,Local,-0.3855112181363646,3.903196326707213,614
Liberia,LBR,0,Chinese,2.5169972462047423,3.3585111896460904,336
Liberia,LBR,0,Western,-0.2699349639269541,3.4550364378793366,53
Liberia,LBR,0,Local,1.6991046094248528,3.284716727340339,1818
Liberia,LBR,30,Chinese,3.031638891893144,2.8426185864153237,161
Liberia,LBR,30,Western,0.3126975066567722,3.718592544634466,19
Liberia,LBR,30,Local,1.7219429040051635,3.206781751534015,803
Liberia,LBR,50,Chinese,2.8677541249461713,3.010038450983443,124
Liberia,LBR,50,Western,0.7519902157095762,4.19468884926706,13
Liberia,LBR,50,Local,1.6197663342113686,3.1970203818682084,547
Liberia,LBR,70,Chinese,2.765675726963813,3.205417653799959,83
Liberia,LBR,70,Western,1.9954747535288333,3.8984820921271015,10
Liberia,LBR,70,Local,1.0930043831971046,3.2290657324360725,296
Liberia,LBR,100,Chinese,3.38232960846535,2.460339209786572,43
Liberia,LBR,100,Western,0.8721120599657297,3.4626345939716616,4
Liberia,LBR,100,Local,1.0326813724549377,3.244272618540885,136
Mali,MLI,0,Chinese,-1.1697392689042232,4.252777717508919,850
Mali,MLI,0,Western,-4.679773115826224,3.009125902800791,167
Mali,MLI,0,Local,1.8273425918518622,2.7978477184722355,3749
Mali,MLI,30,Chinese,-0.9350168097822331,4.283316530130269,449
Mali,MLI,30,Western,-4.380618269028871,2.8145287029553385,92
Mali,MLI,30,Local,1.4974638493803485,2.710337155731451,2203
Mali,MLI,50,Chinese,-0.9260034834865681,4.382504422316766,334
Mali,MLI,50,Western,-3.339827613132756,3.168932036515097,41
Mali,MLI,50,Local,1.5705755777539372,2.6254912534531583,1963
Mali,MLI,70,Chinese,-0.9846054405101891,4.614421538552896,233
Mali,MLI,70,Western,-3.0703531524230696,3.365817452662117,29
Mali,MLI,70,Local,0.9405363475602755,2.3743262998121692,1398
Mali,MLI,100,Chinese,0.12999443845315414,4.528890066159157,132
Mali,MLI,100,Western,-2.805712558721241,4.067771634842577,19
Mali,MLI,100,Local,1.0113630323886764,2.1180813815628117,1104
