News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,583,3.016178879458745,2.3630956833247736
Western Sources,73,-0.3351554360291729,1.901334234223159
Local Sources,138,0.6802259167467338,2.4416259320801452
