News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,60,2.7241014098127683,4.232243689950944
Western Sources,17,-1.6074846982955933,3.8104164112041756
Local Sources,69,2.4799895385361235,3.610753420923294
