News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,109, 4.120750387600802, 2.2763772579685266
Western Sources,75, 0.26023236989974974, 3.4338095677739306
Local Sources,31, 1.480806605469796, 1.2332657851054465

