News,#Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources, 21, 5.365021410442534, 0.7347042326268903
Western Sources, 11, 1.1466980251398953, 1.7158245455188572
Local Sources, 9, 1.4247480365965102, 1.3685929314767704
