News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,82,3.3858140423530485,2.60905489248378
Western Sources,16,-1.1604487784206867,1.7538303040392598
Local Sources,193,0.6610190430607821,2.62623217155505
