"","Source Name","Mention Count"
"1","ekantipur.com",3911
"2","thehimalayantimes.com",2077
"3","myrepublica.com",1672
"4","peoplesreview.com.np",1340
"5","onlinekhabar.com",912
"6","spotlightnepal.com",732
"7","nagariknetwork.com",672
"8","annapurnapost.com",633
"9","nepalitimes.com",572
"10","ratopati.com",461
"11","gorkhapatraonline.com",328
"12","nepalireporter.com",238
