News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,4005,1.525047036577551,3.2426724853603552
Western Sources,6952,-1.8436429957302998,2.871354265543348
Local Sources,28668,-0.342413534474881,2.9588632443813343
