"","Source Name","Mention Count"
"1","yonhapnews.co.kr",10951
"2","kbs.co.kr",8300
"3","koreaherald.com",6263
"4","koreatimes.co.kr",5357
"5","donga.com",4076
"6","joins.com",2476
"7","chosun.com",1928
"8","diodeo.com",1781
"9","hani.co.kr",1708
"10","heraldcorp.com",1574
"11","ohmynews.com",1542
"12","koreaobserver.com",1393
"13","hankookilbo.com",1376
"14","news1.kr",1295
"15","arirang.co.kr",839
