News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,127,2.773467041493401,2.9518115074911977
Western Sources,21,-2.435064435005188,3.99329269496423
Local Sources,553,1.5997578675233866,3.2472808831650952
