News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,82,2.5365743889677814,3.2671511274951963
Western Sources,19,-2.7333095261925147,3.645759959593677
Local Sources,319,1.355909630983227,3.346483573326535
