News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,43,3.38232960846535,2.460339209786572
Western Sources,4,0.8721120599657297,3.4626345939716616
Local Sources,136,1.0326813724549377,3.244272618540885
