"","Source Name","Mention Count"
"1","thenewdawnliberia.com",244
"2","liberianobserver.com",198
"3","gnnliberia.com",180
"4","emansion.gov.lr",97
"5","tlcafrica.com",49
"6","heritageliberia.net",44
"7","thenewrepublicliberia.com",39
"8","liberianewsagency.org",24
"9","theperspective.org",15
