News,# Articles,Mean Tone,Standard Deviation in Tone
Chinese Sources,360,2.9348914419611294,2.5154171333279143
Western Sources,31,-1.7955269354485697,3.9357732345508283
Local Sources,2190,-0.2918579886544105,4.05620196346916
