"","Source Name","Mention Count"
"1","cameroon-tribune.cm",694
"2","allafrica.com",400
"3","camer.be",350
"4","cameroon-info.net",235
"5","cameroun24.net",226
"6","cameroononline.org",173
"7","journalducameroun.com",132
"8","237online.com",109
"9","crtv.cm",84
"10","cameroon-one.com",72
"11","investiraucameroun.com",59
"12","businessincameroon.com",59
"13","cameroon-concord.com",39
"14","camerpost.com",38
"15","cameroun-online.com",29
"16","cameroonjournal.com",18
