"","Source Name","Mention Count"
"1","standardmedia.co.ke",2006
"2","nation.co.ke",840
"3","the-star.co.ke",572
"4","capitalfm.co.ke",537
"5","kenyastar.com",278
"6","citizentv.co.ke",134
"7","tuko.co.ke",118
"8","kbc.co.ke",104
"9","sde.co.ke",81
