News, # Articles, Mean tone, Standard deviation in tone 
Chinese Sources, 1392, 1.834993571160768, 4.027336676851692 
Western Sources, 741, -1.6332094156750139, 3.2123715997972093 
Local Sources, 7012, 0.5521249730693558, 3.1685333075011477 
