"","Source Name","Mention Count"
"1","petra.gov.jo",2847
"2","jordantimes.com",322
"3","ammonnews.net",171
"4","alrai.com",167
"5","alghad.com",101
"6","alanbatnews.net",93
"7","albawaba.com",85
"8","sarayanews.com",55
"9","addustour.com",41
"10","khaberni.com",25
